DATE,LAT,LON,PAR
2020-08-07T02:14:59.000Z,6.02,99.98,-32767
2020-08-08T02:54:59.000Z,6.02,99.98,-32767
2020-08-14T02:20:00.000Z,6.02,99.98,-32767
2020-08-17T02:50:00.000Z,6.02,99.98,-32767
2020-08-18T02:59:59.000Z,6.02,99.98,-32767
2020-08-19T02:40:00.000Z,6.02,99.98,-32767
2020-08-20T02:48:24.000Z,6.02,99.98,-32767
2020-08-21T01:50:00.000Z,6.02,99.98,-32767
2020-08-22T02:36:06.000Z,6.02,99.98,-32767
2020-08-23T01:34:59.000Z,6.02,99.98,-32767
2020-08-24T02:54:59.000Z,6.02,99.98,-32767
2020-08-25T02:59:59.000Z,6.02,99.98,-32767
2020-08-26T02:44:59.000Z,6.02,99.98,-32767
2020-08-27T02:54:37.000Z,6.02,99.98,-32767
2020-08-28T01:54:59.000Z,6.02,99.98,-32767
2020-08-29T02:42:17.000Z,6.02,99.98,-32767
2020-08-30T01:44:59.000Z,6.02,99.98,-32767
2020-08-31T02:59:59.000Z,6.02,99.98,-32767
2020-09-01T02:09:59.000Z,6.02,99.98,-32767
2020-09-02T02:50:00.000Z,6.02,99.98,-32767
2020-09-03T02:59:59.000Z,6.02,99.98,-32767
2020-09-08T02:14:59.000Z,6.02,99.98,-32767
2020-09-09T02:54:59.000Z,6.02,99.98,-32767
2020-09-11T02:44:59.000Z,6.02,99.98,-32767
2020-09-15T02:20:00.000Z,6.02,99.98,-32767
2020-09-16T02:59:59.000Z,6.02,99.98,-32767
2020-09-18T02:50:00.000Z,6.02,99.98,-32767
2020-09-20T02:39:59.000Z,6.02,99.98,-32767
2020-09-24T02:14:59.000Z,6.02,99.98,-32767
2020-09-25T02:54:59.000Z,6.02,99.98,-32767
2020-09-27T02:44:59.000Z,6.02,99.98,-32767
2020-10-01T02:20:00.000Z,6.02,99.98,-32767
2020-10-04T02:50:00.000Z,6.02,99.98,-32767
2020-10-10T02:10:00.000Z,6.02,99.98,-32767
2020-10-11T02:30:00.000Z,6.02,99.98,-32767
2020-10-13T02:19:59.000Z,6.02,99.98,-32767
2020-10-17T02:14:59.000Z,6.02,99.98,-32767
2020-10-20T02:24:59.000Z,6.02,99.98,-32767
2020-10-26T02:10:00.000Z,6.02,99.98,-32767
2020-10-27T02:29:59.000Z,6.02,99.98,-32767
2020-10-29T02:19:59.000Z,6.02,99.98,-32767
2020-11-02T02:04:59.000Z,6.02,99.98,-32767
2020-11-05T02:25:00.000Z,6.02,99.98,-32767
2020-11-11T02:09:59.000Z,6.02,99.98,-32767
2020-11-12T02:29:59.000Z,6.02,99.98,-32767
2018-06-26T03:00:00.000Z,6.02,99.98,2.51
2016-10-29T02:10:00.000Z,6.02,99.98,4.29
2019-06-23T02:29:59.000Z,6.02,99.98,4.688
2017-06-23T02:59:59.000Z,6.02,99.98,5.456
2019-08-11T02:44:59.000Z,6.02,99.98,5.806
2017-06-30T02:59:59.000Z,6.02,99.98,6.746
2016-12-21T02:19:59.000Z,6.02,99.98,7.5
2016-10-20T02:09:59.000Z,6.02,99.98,7.65
2019-07-19T02:40:00.000Z,6.02,99.98,7.696
2017-09-22T02:44:59.000Z,6.02,99.98,7.932
2018-10-19T02:24:58.000Z,6.02,99.98,7.934
2019-11-13T02:54:59.000Z,6.02,99.98,8.184
2019-08-30T02:59:59.000Z,6.02,99.98,8.196
2016-11-05T02:09:59.000Z,6.02,99.98,8.9
2018-09-23T02:54:59.000Z,6.02,99.98,9.122
2018-09-17T02:25:00.000Z,6.02,99.98,9.182
2017-01-09T02:44:59.000Z,6.02,99.98,9.538
2015-11-23T03:00:00.000Z,6.02,99.98,9.602
2018-09-15T02:39:59.000Z,6.02,99.98,9.61
2016-09-08T02:59:59.000Z,6.02,99.98,10.408
2017-06-18T02:44:59.000Z,6.02,99.98,10.548
2018-08-20T02:59:59.000Z,6.02,99.98,10.564
2019-07-17T02:50:00.000Z,6.02,99.98,10.698
2018-11-04T02:09:59.000Z,6.02,99.98,11.278
2017-08-29T02:24:59.000Z,6.02,99.98,11.37
2020-10-08T02:24:59.000Z,6.02,99.98,11.558
